year_bought,km_driven,transmission,owner,selling_price
2017,10510,Automatic,First Owner,520000
2016,41000,Manual,First Owner,239000
2017,47162,Automatic,First Owner,2600000
2015,45974,Manual,First Owner,750000
2012,49824,Manual,First Owner,229999
2013,58500,Automatic,First Owner,1300000
2005,56580,Manual,First Owner,80000
2012,52000,Manual,First Owner,385000
2015,55340,Manual,First Owner,760000
2017,46507,Manual,First Owner,600000
2013,1000,Manual,Second Owner,450000
2018,10000,Automatic,First Owner,3800000
2013,86000,Automatic,First Owner,1580000
2019,30000,Automatic,First Owner,4950000
2016,52600,Manual,First Owner,535000
2012,110000,Manual,Second Owner,225000
2017,19890,Automatic,First Owner,550000
2016,7104,Manual,First Owner,670000
2015,11918,Manual,First Owner,625000
2017,10510,Automatic,First Owner,520000
2016,41000,Manual,First Owner,239000
2017,47162,Automatic,First Owner,2600000
2015,45974,Manual,First Owner,750000
2012,49824,Manual,First Owner,229999
2013,58500,Automatic,First Owner,1300000
2005,56580,Manual,First Owner,80000
2012,52000,Manual,First Owner,385000
2015,55340,Manual,First Owner,760000
2017,46507,Manual,First Owner,600000
2017,70000,Manual,First Owner,650000
2011,60000,Manual,Second Owner,140000
2011,70000,Manual,First Owner,150000
2018,10000,Manual,Second Owner,450000
2006,245244,Manual,Fourth & Above Owner,170000
2017,60000,Manual,First Owner,400000
2016,30000,Manual,First Owner,300000
2012,8000,Manual,First Owner,250000
2019,10000,Manual,First Owner,500000
2002,100000,Manual,Third Owner,85000
2012,110000,Manual,First Owner,300000
2005,56580,Manual,First Owner,80000
2015,45000,Automatic,First Owner,740000
2005,68500,Manual,First Owner,70000
2019,5007,Automatic,First Owner,484999
2013,30000,Manual,First Owner,164000
2008,70000,Automatic,First Owner,140000
2011,49600,Automatic,First Owner,999000
2005,23000,Manual,Second Owner,56000
2006,30000,Automatic,First Owner,1050000
2010,38000,Manual,First Owner,190000
2018,22000,Automatic,First Owner,3899000
2011,43100,Manual,First Owner,235000
2017,10171,Manual,First Owner,350000
2015,41123,Manual,First Owner,465000
2017,20118,Automatic,First Owner,1900000
2014,40000,Manual,First Owner,450000
2015,52517,Manual,First Owner,790000
2019,20000,Manual,First Owner,900000
2014,99117,Manual,First Owner,450000
2009,90000,Manual,First Owner,135000
2019,3700,Manual,First Owner,425000
2010,80000,Manual,First Owner,100000
2015,100000,Manual,Second Owner,650000
2011,54000,Manual,First Owner,90000
2017,19000,Manual,First Owner,250000
2014,120000,Manual,First Owner,300000
2014,30000,Manual,First Owner,275000
2017,43500,Manual,First Owner,600000
2016,60000,Manual,Second Owner,270000
2016,70000,Manual,Second Owner,240000
2014,135000,Automatic,Third Owner,1200000
2012,50000,Manual,First Owner,160000
2018,19571,Manual,First Owner,790000
2018,29600,Manual,First Owner,1200000
2011,70000,Manual,First Owner,175000
2018,15000,Automatic,First Owner,950000
2019,50000,Manual,First Owner,340000
2017,13500,Manual,First Owner,825000
2018,22000,Automatic,First Owner,3100000
2018,25000,Manual,First Owner,780000
2010,80000,Automatic,Third Owner,350000
2018,39000,Manual,First Owner,690000
2016,60000,Manual,First Owner,245000
2018,49000,Manual,First Owner,790000
2018,48600,Manual,First Owner,680000
2017,20000,Manual,Second Owner,540000
2016,25000,Manual,First Owner,425000
2008,120000,Manual,First Owner,140000
2019,30000,Manual,First Owner,1100000
2015,35000,Manual,First Owner,715000
2013,90000,Manual,First Owner,370000
2007,80000,Manual,Second Owner,175000
1998,35000,Automatic,Second Owner,1000000
2013,25000,Manual,Second Owner,92800
2014,90000,Manual,First Owner,291000
2013,25000,Manual,Second Owner,92800
2016,20000,Manual,First Owner,350000
1998,60000,Manual,Third Owner,65000
2015,58000,Manual,First Owner,650000
2014,40000,Manual,First Owner,350000
2005,70000,Manual,Second Owner,75000
2012,70000,Manual,First Owner,440000
2013,60000,Manual,First Owner,270000
2014,135000,Manual,First Owner,1150000
2015,70000,Manual,First Owner,238000
2013,40000,Automatic,Second Owner,1100000
2015,75000,Manual,Second Owner,1200000
2010,150000,Manual,First Owner,260000
2012,140000,Manual,Third Owner,350000
2015,70000,Manual,First Owner,480000
2012,137250,Manual,Second Owner,345000
2013,110000,Manual,Second Owner,500000
2017,27000,Manual,First Owner,595000
2019,9000,Manual,First Owner,1295000
2019,5400,Manual,Test Drive Car,1350000
2020,1000,Manual,Test Drive Car,541000
2018,16000,Manual,First Owner,515000
2019,13000,Manual,Test Drive Car,894999
2012,47000,Manual,First Owner,325000
2018,22000,Manual,First Owner,925000
2017,30000,Manual,First Owner,844999
2018,20000,Manual,First Owner,925000
2013,60000,Manual,First Owner,300000
2008,75000,Manual,Second Owner,650000
2010,64000,Manual,First Owner,175000
2015,80000,Manual,First Owner,325000
2017,90000,Manual,First Owner,600000
2018,30000,Manual,First Owner,700000
2003,120000,Automatic,Second Owner,95000
2019,20000,Manual,First Owner,490000
2013,100000,Manual,First Owner,380000
2018,31000,Manual,First Owner,550000
2013,47000,Manual,First Owner,225000
2018,11200,Manual,First Owner,570000
2018,35000,Manual,First Owner,305000
2010,50000,Manual,First Owner,240000
2015,55000,Manual,First Owner,700000
2018,20000,Manual,First Owner,288000
2017,75000,Manual,First Owner,800000
2017,93000,Manual,First Owner,430000
2009,57000,Manual,Second Owner,195000
2014,30000,Manual,First Owner,325000
2013,73000,Manual,First Owner,450000
2016,65000,Manual,First Owner,630000
2009,62000,Manual,Second Owner,250000
2007,85000,Manual,First Owner,135000
2010,73000,Manual,First Owner,110000
2012,55000,Manual,First Owner,350000
2016,5800,Manual,Second Owner,240000
2009,350000,Manual,First Owner,350000
2018,30000,Manual,First Owner,600000
2018,20000,Manual,First Owner,750000
2018,20000,Manual,First Owner,270000
2007,100000,Manual,Second Owner,90000
2013,65000,Manual,First Owner,350000
2013,90000,Manual,Second Owner,285000
2011,267000,Manual,Second Owner,665000
2005,250000,Manual,Second Owner,175000
2011,140000,Manual,Second Owner,350000
2018,22000,Automatic,First Owner,1225000
2010,60000,Manual,Second Owner,285000
2018,28635,Manual,First Owner,1000000
2018,32114,Manual,First Owner,780000
2014,82000,Manual,Second Owner,300000
2006,95149,Manual,Second Owner,160000
2018,68458,Manual,First Owner,625000
2010,42000,Manual,First Owner,265000
2014,90000,Manual,Second Owner,515000
2016,30000,Manual,First Owner,210000
2009,80000,Manual,Second Owner,140000
2015,128000,Manual,First Owner,940000
2013,80000,Manual,First Owner,750000
2016,100000,Manual,First Owner,610000
2015,50000,Manual,First Owner,450000
2012,56000,Manual,First Owner,409999
2018,21302,Manual,First Owner,100000
2016,100000,Manual,First Owner,650000
2017,80000,Manual,First Owner,650000
2010,105546,Manual,First Owner,150000
2018,10000,Manual,First Owner,500000
2012,80000,Manual,Second Owner,1000000
2013,35000,Manual,First Owner,340000
2019,11240,Manual,First Owner,800000
2013,120000,Manual,First Owner,1010000
2011,120000,Manual,Third Owner,350000
2016,70000,Manual,First Owner,595000
2014,130000,Manual,Third Owner,700000
2019,40000,Manual,First Owner,265000
2015,60000,Manual,Second Owner,320000
2011,110000,Manual,First Owner,310000
2014,130000,Manual,First Owner,700000
2009,80000,Manual,Second Owner,130000
2009,120000,Manual,Second Owner,150000
2015,104000,Manual,Second Owner,300000
2011,100000,Manual,Second Owner,150000
2003,132343,Manual,Second Owner,120000
2016,90000,Manual,Second Owner,950000
2007,60000,Manual,Second Owner,100000
2015,76000,Manual,First Owner,450000
2004,60000,Manual,Third Owner,30000
2009,30000,Manual,Second Owner,200000
2010,96000,Manual,Second Owner,250000
2018,10000,Manual,First Owner,1300000
2017,36000,Manual,First Owner,425000
2017,12997,Manual,First Owner,550000
2017,40000,Automatic,First Owner,500000
2018,26430,Manual,First Owner,1150000
2015,24600,Manual,First Owner,475000
2011,28481,Manual,First Owner,260000
2013,100000,Manual,First Owner,350000
2013,41988,Manual,First Owner,750000
2009,30375,Manual,First Owner,180000
2017,7658,Automatic,First Owner,350000
2017,34400,Manual,First Owner,611000
2017,18500,Manual,First Owner,325000
2015,26134,Manual,First Owner,280000
2014,28942,Automatic,First Owner,300000
2012,53600,Manual,First Owner,711000
2015,53652,Manual,First Owner,851000
2011,52895,Manual,First Owner,260000
2013,42324,Manual,Second Owner,550000
2016,65000,Manual,First Owner,1044999
2012,60236,Manual,First Owner,550000
2014,70000,Manual,Second Owner,210000
2014,70000,Manual,Third Owner,210000
2009,100000,Manual,Second Owner,290000
2008,110000,Manual,First Owner,250999
2019,10300,Manual,First Owner,600000
2014,120000,Manual,Second Owner,270000
2012,142000,Manual,First Owner,550000
2017,25000,Manual,First Owner,800000
2020,5000,Manual,First Owner,500000
2016,52600,Manual,First Owner,535000
2016,28643,Manual,First Owner,396000
2014,50000,Manual,First Owner,600000
2019,30000,Manual,First Owner,575000
2020,5000,Manual,First Owner,520000
2018,30000,Automatic,First Owner,1400000
2018,7600,Automatic,First Owner,600000
2013,47253,Manual,First Owner,195000
2015,4432,Automatic,Second Owner,281000
2010,110000,Manual,Second Owner,75000
2014,25000,Manual,First Owner,400000
2009,70000,Manual,Second Owner,93000
2016,68523,Manual,First Owner,560000
2019,5000,Manual,First Owner,400000
2018,40000,Manual,First Owner,459999
2017,43000,Manual,First Owner,450000
2010,80251,Manual,Second Owner,88000
2010,34500,Manual,Second Owner,250000
2000,42743,Manual,Third Owner,22000
2013,93900,Manual,Second Owner,130000
2004,80000,Manual,First Owner,79000
2012,110000,Manual,First Owner,120000
2011,100000,Automatic,Second Owner,1700000
2012,25000,Manual,First Owner,300000
2012,25000,Manual,First Owner,300000
2009,25000,Manual,First Owner,145000
2019,20000,Automatic,First Owner,3200000
2013,10000,Manual,First Owner,240000
2018,30000,Manual,First Owner,700000
2010,110000,Manual,Second Owner,145000
2014,80000,Manual,Second Owner,535000
2016,21000,Manual,First Owner,420000
2016,20000,Manual,First Owner,350000
2015,32000,Manual,First Owner,550000
2007,180000,Manual,First Owner,750000
2012,70000,Manual,Second Owner,198000
2013,50000,Manual,First Owner,420000
2013,50000,Manual,First Owner,420000
2004,120000,Manual,First Owner,195000
2012,55766,Manual,Second Owner,150000
2011,40000,Manual,Second Owner,275000
2001,60000,Manual,Third Owner,65000
2008,50000,Manual,First Owner,200000
2010,110000,Manual,Second Owner,250000
2013,1000,Manual,Second Owner,450000
2018,26350,Manual,First Owner,590000
2012,110000,Manual,Second Owner,225000
2015,68745,Manual,First Owner,225000
2006,132000,Manual,First Owner,165000
2019,35000,Manual,First Owner,860000
2016,47000,Manual,First Owner,900000
2013,100000,Manual,First Owner,182000
2010,80000,Manual,First Owner,100000
2006,40000,Manual,Second Owner,100000
2017,27289,Automatic,First Owner,375000
2018,10980,Automatic,First Owner,525000
2016,24662,Manual,First Owner,320000
2013,37000,Manual,First Owner,525000
2014,28245,Manual,First Owner,650000
2017,27005,Manual,First Owner,575000
2014,39227,Manual,First Owner,355000
2016,31367,Manual,First Owner,470000
2008,35008,Manual,First Owner,221000
2009,27005,Manual,First Owner,195000
2001,86000,Manual,Second Owner,85000
2013,50000,Manual,First Owner,400000
2017,20000,Manual,First Owner,650000
2010,50000,Manual,First Owner,400000
2012,80000,Manual,Second Owner,295000
2006,135000,Manual,Fourth & Above Owner,60000
2003,120000,Manual,Third Owner,110000
2015,113600,Manual,First Owner,550000
2008,70000,Manual,Third Owner,190000
2018,20000,Manual,First Owner,861999
2018,14000,Manual,First Owner,782000
2018,26000,Manual,First Owner,836000
2016,138925,Manual,First Owner,696000
2016,121764,Manual,First Owner,596000
2016,105429,Manual,First Owner,612000
2015,35000,Manual,First Owner,114999
2017,60000,Manual,First Owner,340000
2020,5000,Manual,First Owner,550000
2008,70000,Manual,Third Owner,114999
2000,80000,Manual,First Owner,105000
2019,20000,Manual,First Owner,890000
2019,8000,Manual,First Owner,715000
2014,54000,Manual,Second Owner,525000
2012,55300,Automatic,First Owner,735000
2016,11958,Manual,First Owner,495000
2017,9000,Manual,First Owner,1025000
2015,70000,Manual,First Owner,750000
2013,120000,Manual,First Owner,600000
2014,23122,Manual,Second Owner,475000
2007,58000,Manual,Second Owner,80000
2013,62200,Manual,First Owner,325000
2014,34000,Automatic,Second Owner,1470000
2015,53000,Manual,Second Owner,350000
2013,49000,Automatic,First Owner,2800000
2017,15000,Manual,Second Owner,210000
2012,44500,Manual,Second Owner,349000
2013,50000,Manual,First Owner,450000
2013,53000,Automatic,First Owner,1150000
2009,63500,Automatic,First Owner,210000
2018,9800,Automatic,First Owner,4500000
2017,13599,Automatic,First Owner,825000
2017,13000,Automatic,First Owner,2750000
2012,110000,Manual,First Owner,160000
2014,100000,Manual,Second Owner,550000
2006,110000,Manual,Third Owner,95000
2014,90000,Manual,Second Owner,725000
2019,17000,Manual,First Owner,670000
2008,140000,Manual,First Owner,65000
2015,50000,Manual,Second Owner,500000
2017,53000,Manual,First Owner,600000
2017,70000,Manual,Second Owner,350000
2012,70000,Manual,Second Owner,200000
2008,154000,Manual,Third Owner,110000
2012,80000,Manual,First Owner,150000
2003,110000,Manual,Second Owner,75000
2013,90000,Manual,Second Owner,350000
2018,15000,Manual,First Owner,1700000
2011,86000,Automatic,Second Owner,890000
2014,120000,Manual,First Owner,500000
2019,5200,Manual,First Owner,600000
2010,60000,Manual,Second Owner,99000
2011,46000,Manual,First Owner,235000
2006,40000,Manual,Second Owner,75000
2014,90000,Manual,Second Owner,600000
2019,25000,Manual,Second Owner,1000000
2012,90000,Manual,First Owner,390000
2015,70000,Manual,First Owner,600000
2017,70000,Manual,Second Owner,600000
2019,35000,Manual,Second Owner,730000
2017,12700,Automatic,First Owner,450000
2011,80000,Manual,First Owner,250000
2018,20000,Manual,First Owner,1400000
2018,20000,Manual,First Owner,300000
2017,19000,Manual,First Owner,800000
2009,95000,Manual,Second Owner,125000
2019,9500,Automatic,First Owner,2600000
2012,50000,Manual,First Owner,300000
2012,90000,Manual,First Owner,295000
2013,45839,Manual,First Owner,650000
2010,74510,Manual,First Owner,200000
2009,87293,Manual,First Owner,130000
2012,156040,Manual,First Owner,250000
2004,93415,Manual,First Owner,400000
2017,101159,Manual,First Owner,430000
2015,80000,Manual,Second Owner,170000
2019,12000,Manual,First Owner,450000
2013,90000,Manual,First Owner,350000
2011,68519,Manual,First Owner,130000
2012,55130,Manual,First Owner,180000
2014,65239,Manual,First Owner,475000
2015,58182,Manual,First Owner,470000
2012,91245,Manual,First Owner,200000
2013,102989,Manual,First Owner,650000
2010,50000,Manual,First Owner,400000
2000,120000,Manual,First Owner,100000
2014,90000,Manual,First Owner,409999
2018,25000,Manual,First Owner,640000
2007,80000,Manual,Second Owner,160000
2013,100000,Manual,First Owner,182000
2018,70000,Manual,First Owner,750000
2002,50000,Manual,Third Owner,150000
2008,100000,Manual,Second Owner,80000
2016,90000,Manual,Third Owner,240000
2005,60000,Manual,Third Owner,60000
2007,120000,Manual,Third Owner,70000
2008,90000,Automatic,Second Owner,285000
2015,60000,Manual,Second Owner,350000
2015,30000,Manual,Second Owner,699000
2011,108000,Manual,Second Owner,275000
2012,160000,Manual,Second Owner,350000
2006,90000,Manual,Third Owner,135000
2010,120000,Manual,Third Owner,325000
2012,102000,Manual,Second Owner,650000
2009,178000,Manual,Second Owner,300000
2014,200000,Manual,Second Owner,1200000
2012,60000,Manual,First Owner,450000
2019,3000,Manual,First Owner,425000
2006,75118,Manual,Second Owner,150000
2013,140000,Manual,Second Owner,290000
2014,60000,Manual,Second Owner,335000
2006,79000,Manual,Fourth & Above Owner,120000
2005,25000,Manual,Second Owner,20000
2005,70000,Manual,First Owner,250000
2008,41723,Manual,Second Owner,120000
2010,70000,Manual,First Owner,250000
2012,70000,Manual,Second Owner,220000
2005,4637,Manual,Second Owner,61000
2016,70000,Manual,First Owner,620000
2014,100000,Manual,Second Owner,425000
2009,120000,Manual,Second Owner,85000
2015,40000,Manual,Second Owner,270000
2009,220000,Manual,First Owner,180000
2018,20000,Manual,First Owner,300000
2017,19000,Manual,First Owner,800000
2009,95000,Manual,Second Owner,125000
2017,30000,Manual,First Owner,450000
2012,42655,Manual,First Owner,450000
2017,43000,Manual,Second Owner,250000
2012,70000,Manual,First Owner,725000
2010,55000,Manual,First Owner,250000
2010,80000,Manual,Second Owner,99000
2017,55000,Manual,First Owner,350000
2018,70000,Manual,First Owner,511000
2012,80000,Manual,First Owner,300000
2010,110000,Automatic,First Owner,1100000
2010,60000,Manual,Third Owner,125000
2018,30000,Manual,First Owner,500000
2013,80000,Manual,Second Owner,385000
2012,90000,Manual,First Owner,350000
2003,50000,Manual,First Owner,60000
2012,50000,Manual,First Owner,300000
2012,70000,Manual,First Owner,400000
2014,110000,Manual,First Owner,550000
2012,80000,Manual,Second Owner,300000
2012,156000,Manual,First Owner,250000
2012,180000,Manual,First Owner,800000
2018,25000,Manual,First Owner,300000
2004,120000,Manual,First Owner,80000
2020,11000,Manual,First Owner,1200000
2017,40000,Automatic,First Owner,355000
2015,50000,Manual,First Owner,520000
2012,26000,Manual,First Owner,500000
2008,30000,Manual,First Owner,114999
2014,50000,Manual,First Owner,1800000
2018,20000,Manual,First Owner,800000
2008,30000,Manual,Second Owner,105000
2011,78000,Manual,First Owner,135000
2011,40000,Manual,Second Owner,170000
2014,100000,Manual,First Owner,550000
2009,70000,Manual,Third Owner,250000
2014,30000,Manual,Second Owner,650000
2008,77000,Automatic,Third Owner,210000
2011,150000,Manual,First Owner,260000
2016,69000,Manual,First Owner,750000
2016,120000,Automatic,First Owner,1350000
2012,120000,Manual,Second Owner,220000
2008,110000,Manual,Second Owner,110000
2017,70000,Automatic,First Owner,1230000
2013,110000,Manual,First Owner,220000
2009,50000,Manual,First Owner,130000
2012,44000,Manual,First Owner,330000
2010,90000,Manual,Second Owner,254999
2014,50000,Manual,Second Owner,600000
2012,50000,Manual,First Owner,210000
2014,146000,Manual,First Owner,300000
2018,15000,Automatic,First Owner,426000
2015,60000,Manual,First Owner,265000
2016,35000,Manual,Second Owner,450000
2012,80000,Manual,First Owner,480000
2010,90000,Manual,First Owner,40000
2011,70000,Manual,Second Owner,395000
2013,62000,Manual,Second Owner,229999
2018,10000,Automatic,First Owner,875000
2010,80000,Manual,Fourth & Above Owner,170000
2015,35000,Manual,Second Owner,500000
2013,1000,Manual,Second Owner,450000
2018,10000,Automatic,First Owner,3800000
2013,86000,Automatic,First Owner,1580000
2019,30000,Automatic,First Owner,4950000
2016,52600,Manual,First Owner,535000
2012,110000,Manual,Second Owner,225000
2017,19890,Automatic,First Owner,550000
2016,7104,Manual,First Owner,670000
2015,11918,Manual,First Owner,625000
2017,10510,Automatic,First Owner,520000
2016,41000,Manual,First Owner,239000
2017,47162,Automatic,First Owner,2600000
2015,45974,Manual,First Owner,750000
2012,49824,Manual,First Owner,229999
2013,58500,Automatic,First Owner,1300000
2005,56580,Manual,First Owner,80000
2012,52000,Manual,First Owner,385000
2015,55340,Manual,First Owner,760000
2017,46507,Manual,First Owner,600000
2019,40000,Manual,First Owner,450000
2019,40000,Manual,First Owner,450000
2012,120000,Manual,Third Owner,550000
2013,60000,Manual,First Owner,200000
2008,90000,Manual,Second Owner,80000
2010,250000,Manual,Second Owner,300000
2019,15000,Manual,First Owner,675000
2017,30000,Manual,First Owner,260000
2019,15000,Manual,First Owner,500000
2012,55766,Manual,Second Owner,150000
2006,80000,Manual,First Owner,100000
2001,117000,Manual,Second Owner,70000
2004,70000,Manual,First Owner,100000
2012,110000,Manual,Second Owner,730000
2016,100000,Manual,Second Owner,525000
2016,105000,Manual,Second Owner,525000
2009,182000,Manual,Third Owner,550000
2012,95000,Manual,Second Owner,420000
2015,70000,Manual,First Owner,500000
2009,76000,Manual,Second Owner,165000
2014,70000,Manual,Second Owner,650000
2013,46000,Manual,First Owner,195000
1999,70000,Manual,First Owner,75000
2005,120000,Manual,Second Owner,100000
2017,25000,Manual,First Owner,1770000
2006,90000,Manual,First Owner,90000
2016,50000,Manual,First Owner,515000
2017,24585,Manual,Test Drive Car,700000
2001,70000,Manual,First Owner,62000
2011,110000,Manual,Third Owner,220000
2019,10000,Manual,First Owner,520000
2010,100000,Manual,First Owner,170000
2011,110000,Manual,Second Owner,190000
2011,100000,Manual,Second Owner,150000
2009,65000,Manual,First Owner,125000
2015,40000,Manual,Third Owner,290000
2019,13900,Manual,First Owner,490000
2017,17563,Manual,First Owner,434999
2016,15000,Manual,First Owner,380000
2012,82000,Manual,Second Owner,200000
2016,40000,Manual,First Owner,495000
2014,173000,Manual,Third Owner,894999
2014,151000,Manual,Second Owner,600000
2015,50000,Manual,First Owner,300000
2017,15000,Manual,First Owner,430000
2017,80000,Manual,First Owner,370000
2019,11000,Manual,First Owner,750000
2016,50000,Manual,First Owner,300000
2012,120000,Automatic,Second Owner,700000
2007,70000,Manual,Third Owner,100000
2015,90000,Manual,First Owner,300000
2012,185000,Manual,Second Owner,130000
2016,40000,Manual,First Owner,650000
2017,25000,Manual,First Owner,509999
2013,117780,Manual,Second Owner,1000000
2010,120000,Manual,Second Owner,280000
2017,120000,Manual,First Owner,600000
2013,120000,Manual,Third Owner,210000
2014,110000,Automatic,Second Owner,1150000
2018,30000,Manual,First Owner,229999
2018,30000,Manual,First Owner,245000
2015,60000,Manual,First Owner,600000
2016,25000,Manual,First Owner,375000
2015,55000,Manual,Second Owner,150000
2018,20000,Manual,First Owner,1450000
2014,100000,Manual,Second Owner,500000
2007,40000,Manual,Second Owner,75000
2006,80000,Automatic,Third Owner,225000
2006,80000,Automatic,Fourth & Above Owner,275000
2018,35000,Manual,First Owner,620000
2010,110000,Manual,Second Owner,600000
2011,160000,Manual,First Owner,275000
2013,125000,Manual,First Owner,125000
2011,62000,Manual,Second Owner,80000
2011,120000,Manual,Second Owner,199000
2016,33000,Manual,Second Owner,440000
2013,80000,Manual,Fourth & Above Owner,250000
2017,35000,Manual,First Owner,700000
2015,50000,Manual,First Owner,450000
2019,5000,Manual,First Owner,240000
2016,12000,Manual,First Owner,350000
2016,81595,Manual,First Owner,650000
2005,22000,Manual,First Owner,71000
2015,40000,Manual,First Owner,400000
2008,40000,Manual,Second Owner,130000
2013,70000,Manual,Second Owner,300000
2019,4000,Manual,First Owner,1100000
2015,24000,Automatic,First Owner,2200000
2018,13500,Manual,First Owner,800000
2013,40000,Manual,First Owner,490000
2018,9700,Manual,First Owner,836000
2012,62000,Manual,Second Owner,375000
2016,24000,Manual,First Owner,1249000
2019,13000,Manual,First Owner,1240000
2009,50000,Manual,Third Owner,35000
2017,36000,Manual,First Owner,1068000
2017,40000,Manual,First Owner,1189000
2018,27000,Manual,First Owner,700000
2016,40000,Manual,First Owner,350000
2009,80000,Manual,Second Owner,254999
2005,221000,Manual,Third Owner,229999
2016,80000,Manual,First Owner,750000
2012,119000,Manual,Second Owner,325000
2009,190000,Manual,Second Owner,760000
2017,25000,Automatic,First Owner,509999
2013,28740,Manual,First Owner,363000
2010,48500,Manual,First Owner,229999
2012,110000,Manual,Second Owner,290000
2018,30000,Manual,First Owner,550000
2011,120000,Manual,Second Owner,125000
2014,130000,Automatic,First Owner,2000000
2008,140000,Manual,Second Owner,350000
2011,90000,Manual,First Owner,390000
2010,50000,Manual,First Owner,260000
2008,50000,Manual,Second Owner,150000
2006,60000,Manual,Second Owner,85000
2015,15000,Manual,Second Owner,280000
2015,45000,Manual,First Owner,220000
2005,80000,Manual,Third Owner,140000
2018,15000,Automatic,First Owner,370000
2019,20000,Manual,First Owner,650000
2017,37000,Manual,First Owner,280000
2016,80000,Manual,First Owner,540000
2002,120000,Manual,Fourth & Above Owner,50000
2018,20000,Manual,First Owner,800000
2016,25000,Manual,First Owner,515000
2010,96000,Manual,Third Owner,220000
2014,54000,Manual,Second Owner,525000
2013,53000,Manual,First Owner,165000
2010,65000,Manual,First Owner,221000
2015,43000,Manual,First Owner,245000
2012,42000,Manual,First Owner,260000
2011,73000,Automatic,First Owner,550000
2015,29000,Manual,First Owner,434999
2013,95000,Manual,First Owner,450000
2014,25000,Manual,First Owner,290000
2011,53000,Manual,Second Owner,305000
2011,20000,Manual,First Owner,265000
2014,57000,Manual,First Owner,325000
2014,52000,Manual,First Owner,550000
2008,40000,Manual,First Owner,105000
2012,47000,Manual,First Owner,275000
2012,47000,Manual,Second Owner,434999
2016,73000,Manual,First Owner,690000
2012,42000,Manual,Second Owner,249000
2012,60000,Manual,Third Owner,204999
2012,50000,Manual,First Owner,200000
2015,120000,Manual,First Owner,190000
2012,50000,Manual,First Owner,150000
1999,70000,Manual,Fourth & Above Owner,70000
2018,25000,Manual,First Owner,900000
2019,11000,Automatic,First Owner,950000
2013,80000,Manual,First Owner,475000
1998,80000,Manual,Fourth & Above Owner,55000
2013,75000,Manual,Second Owner,450000
2009,45000,Automatic,Third Owner,1200000
2007,100000,Manual,Second Owner,300000
2014,60000,Manual,Second Owner,350000
2011,160000,Manual,Second Owner,229999
2015,50000,Manual,First Owner,821000
2014,80000,Manual,Second Owner,200000
2017,60000,Manual,Second Owner,1000000
2016,60000,Manual,Second Owner,220000
2015,148620,Manual,First Owner,459999
2012,70000,Manual,Second Owner,310000
2018,42000,Manual,First Owner,815000
2017,40000,Manual,First Owner,1200000
2011,150000,Manual,Second Owner,170000
2017,30000,Manual,First Owner,1000000
2010,90000,Manual,Fourth & Above Owner,155000
2017,120000,Manual,First Owner,400000
2016,80000,Manual,Second Owner,400000
2010,80000,Manual,Second Owner,250000
2008,50000,Manual,Third Owner,150000
2002,70000,Manual,Second Owner,80000
2009,120000,Automatic,Second Owner,130000
2014,70000,Automatic,First Owner,325000
2012,55300,Automatic,First Owner,735000
2012,74300,Manual,First Owner,285000
2010,48781,Manual,First Owner,350000
2010,87620,Automatic,First Owner,290000
2017,40219,Automatic,First Owner,890000
2011,11473,Manual,First Owner,385000
2017,8352,Manual,First Owner,425000
2017,9745,Automatic,First Owner,525000
2017,9748,Manual,First Owner,550000
2012,49000,Manual,First Owner,271000
2018,20694,Manual,First Owner,1490000
2015,31080,Manual,First Owner,490000
2014,37605,Manual,First Owner,260000
2014,55850,Manual,First Owner,455000
2010,58850,Manual,First Owner,75000
2015,23839,Manual,First Owner,421000
2016,54000,Manual,First Owner,550000
2013,38000,Automatic,First Owner,330000
2012,45454,Manual,First Owner,390000
2015,46957,Automatic,First Owner,599000
2019,8000,Automatic,First Owner,738000
2016,30000,Manual,First Owner,300000
2012,110000,Manual,First Owner,150000
2007,223000,Manual,Fourth & Above Owner,440000
2011,110000,Manual,First Owner,280000
2006,120000,Manual,Second Owner,100000
2008,100000,Manual,Second Owner,150000
2014,100000,Manual,Second Owner,380000
2006,60000,Manual,Second Owner,90000
2008,270000,Manual,Third Owner,300000
2011,60000,Manual,Second Owner,275000
2009,41090,Manual,First Owner,180000
2012,296823,Manual,First Owner,225000
2014,40000,Manual,First Owner,200000
2011,40000,Manual,Second Owner,500000
2010,70000,Manual,Second Owner,300000
2015,80000,Manual,Second Owner,765000
2017,90000,Manual,First Owner,650000
2017,19000,Manual,First Owner,380000
2014,110000,Manual,Second Owner,480000
1996,60000,Manual,First Owner,200000
2017,19000,Manual,First Owner,380000
2010,68000,Manual,Second Owner,145000
2011,120000,Manual,Second Owner,280000
2014,30000,Manual,First Owner,254999
2016,90000,Manual,Second Owner,300000
2015,140000,Manual,Third Owner,480000
2017,44500,Automatic,First Owner,850000
2014,52000,Manual,Second Owner,350000
2016,26000,Manual,First Owner,650000
2016,26000,Manual,First Owner,650000
2007,80000,Manual,Second Owner,550000
2015,35000,Manual,First Owner,300000
2008,60000,Manual,Second Owner,150000
2014,120000,Manual,First Owner,300000
2004,58000,Manual,First Owner,80000
2014,100000,Manual,First Owner,200000
2016,43700,Manual,First Owner,220000
2009,120000,Manual,Second Owner,68000
2011,80000,Manual,Third Owner,180000
2017,20000,Manual,First Owner,290000
2018,25000,Manual,First Owner,300000
2014,27483,Manual,First Owner,600000
